"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","25","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","10","1","0.000000","0","0"
"/Game/Weapon/Trail/M_Trail.M_Trail","0","0","32","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","42","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","88","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","46","6","0.000000","0","3"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","25","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","16","1","0.000000","0","0"
"/Game/enemy1/material/EyeSpec_MAT4.EyeSpec_MAT4","0","0","6","1","0.000000","0","0"
"/Game/Blood/D_Blood2.D_Blood2","0","0","9","1","0.000000","0","0"
"/Game/Bow/source/arrow_mt.arrow_mt","0","0","3","1","0.000000","0","0"
"/Game/enemy1/material/phong4.phong4","0","0","6","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Bottom5.MaleBruteA_Bottom5","0","0","6","1","0.000000","0","0"
"/Game/enemy1/material/EyeSpec_MAT2.EyeSpec_MAT2","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","356","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Game/enemy1/material/Body_MAT4.Body_MAT4","0","0","6","1","0.000000","0","0"
"/Game/enemy1/material/Lashes_MAT4.Lashes_MAT4","0","0","32","1","0.000000","0","0"
"/Game/enemy1/material/blinn7.blinn7","0","0","6","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Shoes6.MaleBruteA_Shoes6","0","0","6","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Hair6.MaleBruteA_Hair6","0","0","32","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Moustache5.MaleBruteA_Moustache5","0","0","32","1","0.000000","0","0"
"/Game/Blood/D_Blood1.D_Blood1","0","0","9","1","0.000000","0","0"
"/Game/Bow/source/wing_mt.wing_mt","0","0","3","1","0.000000","0","0"
"/Game/Weapon/textures/M_Sword.M_Sword","0","0","3","1","0.000000","0","0"
"/Game/TargetLock/D_TargetLock.D_TargetLock","0","0","11","1","0.000000","0","0"
"/Game/MainCharacter/Materials/SpacePirate_M.SpacePirate_M","0","0","6","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","0","13","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","0","25","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","0","25","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","0","13","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","0","92","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","0","128","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","0","112","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","112","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","32","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","32","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","0","28","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","0","0","128","6","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","2","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Master_Flora.MM_Master_Flora","0","112","96","4","79.888222","0","96"
"/Game/StylizedProvencal/Materials/MM_Master_Grass.MM_Master_Grass","0","56","32","2","33.933044","0","32"
"/Game/Bow/source/bow_metal_mt.bow_metal_mt","0","3","3","1","1.500951","0","3"
"/Game/Bow/source/bow_wood_mt.bow_wood_mt","0","3","3","1","2.099033","0","3"
"/Game/Horse/Materials/Mat_Saddle_Cloth_Black.Mat_Saddle_Cloth_Black","0","6","6","1","4.142592","0","6"
"/Game/Horse/Materials/Mat_Saddle_Cloth_White.Mat_Saddle_Cloth_White","0","6","6","1","0.920803","0","6"
"/Game/StylizedProvencal/Materials/MM_Master_RVT_Top.MM_Master_RVT_Top","0","18","18","2","13.583206","0","18"
"/Game/StylizedProvencal/Materials/MM_Master_Default.MM_Master_Default","0","9","9","1","7.585367","0","9"
"/Game/Horse/Materials/Mat_Horse_Brown_2.Mat_Horse_Brown_2","0","6","6","1","2.374227","0","6"
"/Game/Horse/Materials/Mat_Horse_Brown_1.Mat_Horse_Brown_1","0","6","6","1","1.796323","0","6"
"/Game/Horse/Materials/Mat_Horse_Mouth.Mat_Horse_Mouth","0","6","6","1","5.174268","0","6"
"/Game/Horse/Materials/Mat_Horse_Eyeball_Mat.Mat_Horse_Eyeball_Mat","0","6","6","1","5.293237","0","6"
"/Game/Horse/Materials/Mat_Saddle_Brown.Mat_Saddle_Brown","0","6","6","1","3.929960","0","6"
"/Game/Horse/Materials/Mat_Horse_Tongue.Mat_Horse_Tongue","0","6","6","1","5.642753","0","6"
"/Game/Horse/Materials/Mat_Horse_Teeth.Mat_Horse_Teeth","0","6","6","1","4.289954","0","6"
"/Game/Horse/Materials/Mat_Sadle_Footholds_Metal.Mat_Sadle_Footholds_Metal","0","6","0","1","0.000000","0","0"
"/Game/Horse/Materials/Mat_Reins_BrownLeather.Mat_Reins_BrownLeather","0","6","0","1","0.000000","0","0"
"/Game/StylizedProvencal/M_GrassLandscape.M_GrassLandscape","49","60","60","3","0.000000","29","156"
"/Game/Bow/source/bow_wood_mt.bow_wood_mt","49","8","8","1","2.446111","0","8"
"/Game/Bow/source/bow_metal_mt.bow_metal_mt","49","8","8","1","2.347570","0","8"
"/Game/Horse/Materials/Mat_Saddle_Cloth_Black.Mat_Saddle_Cloth_Black","49","11","11","1","4.422704","0","11"
"/Game/Horse/Materials/Mat_Horse_Brown_2.Mat_Horse_Brown_2","49","11","11","1","4.086176","0","11"
"/Game/Horse/Materials/Mat_Horse_Mouth.Mat_Horse_Mouth","49","11","11","1","3.929157","0","11"
"/Game/Horse/Materials/Mat_Horse_Brown_1.Mat_Horse_Brown_1","49","11","11","1","0.000000","0","11"
"/Game/Horse/Materials/Mat_Horse_Eyeball_Mat.Mat_Horse_Eyeball_Mat","49","11","11","1","3.884379","0","11"
"/Game/Horse/Materials/Mat_Saddle_Cloth_White.Mat_Saddle_Cloth_White","49","11","11","1","0.000000","0","11"
"/Game/Horse/Materials/Mat_Horse_Tongue.Mat_Horse_Tongue","49","11","11","1","4.524022","0","11"
"/Game/Horse/Materials/Mat_Sadle_Footholds_Metal.Mat_Sadle_Footholds_Metal","49","11","11","1","4.222495","0","0"
"/Game/Horse/Materials/Mat_Reins_BrownLeather.Mat_Reins_BrownLeather","49","11","11","1","4.170489","0","0"
"/Game/Horse/Materials/Mat_Horse_Teeth.Mat_Horse_Teeth","49","11","11","1","4.257919","0","11"
"/Game/Horse/Materials/Mat_Saddle_Brown.Mat_Saddle_Brown","49","11","11","1","4.187169","0","11"
"/Game/StylizedProvencal/Materials/MM_Master_Grass.MM_Master_Grass","49","84","92","2","17.578470","0","46"
"/Game/StylizedProvencal/Materials/MM_Master_Flora.MM_Master_Flora","49","168","184","4","35.771126","0","138"
"/Game/StylizedProvencal/Materials/MM_Master_RVT_Top.MM_Master_RVT_Top","49","44","44","2","27.764025","0","44"
"/Game/StylizedProvencal/Materials/MM_Master_Default.MM_Master_Default","49","22","22","1","11.685976","0","22"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","14","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","11","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","27","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","11","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","45","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","78","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","45","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","67","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","22","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","17","1","0.000000","0","0"
"/Game/Weapon/Trail/M_Trail.M_Trail","49","0","37","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","12","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","12","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","62","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","92","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","80","6","0.000000","0","8"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","78","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","45","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","67","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","23","1","0.000000","0","0"
"/Game/enemy1/material/EyeSpec_MAT4.EyeSpec_MAT4","49","0","11","1","0.000000","0","0"
"/Game/Blood/D_Blood2.D_Blood2","49","0","13","1","0.000000","0","0"
"/Game/Bow/source/arrow_mt.arrow_mt","49","0","8","1","0.000000","0","0"
"/Game/enemy1/material/phong4.phong4","49","0","11","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Bottom5.MaleBruteA_Bottom5","49","0","11","1","0.000000","0","0"
"/Game/enemy1/material/EyeSpec_MAT2.EyeSpec_MAT2","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","1016","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","7","1","0.000000","0","0"
"/Game/enemy1/material/Body_MAT4.Body_MAT4","49","0","11","1","0.000000","0","0"
"/Game/enemy1/material/Lashes_MAT4.Lashes_MAT4","49","0","41","1","0.000000","0","0"
"/Game/enemy1/material/blinn7.blinn7","49","0","11","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Shoes6.MaleBruteA_Shoes6","49","0","11","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Hair6.MaleBruteA_Hair6","49","0","41","1","0.000000","0","0"
"/Game/enemy1/material/MaleBruteA_Moustache5.MaleBruteA_Moustache5","49","0","41","1","0.000000","0","0"
"/Game/Blood/D_Blood1.D_Blood1","49","0","13","1","0.000000","0","0"
"/Game/Bow/source/wing_mt.wing_mt","49","0","8","1","0.000000","0","0"
"/Game/Weapon/textures/M_Sword.M_Sword","49","0","13","1","0.000000","0","0"
"/Game/TargetLock/D_TargetLock.D_TargetLock","49","0","15","1","0.000000","0","0"
"/Game/MainCharacter/Materials/SpacePirate_M.SpacePirate_M","49","0","11","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","0","15","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","18","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","0","15","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","0","29","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","0","29","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","0","15","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","0","212","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","182","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","166","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","166","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","46","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","46","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","0","54","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","49","0","252","6","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","7","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","7","1","0.000000","0","0"
