"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","1.721804","0","7"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","42","45","1","20.165825","0","45"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","11","11","1","4.840614","0","11"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","27","27","1","20.789404","0","27"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","11","12","1","6.707985","0","12"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","17","19","1","5.040128","0","19"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","72","78","1","37.992207","0","78"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","42","45","1","0.000000","0","45"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","11","1","5.711894","0","11"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","24","1","15.489213","0","24"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","8","8","1","1.808181","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","14","1","7.041221","0","14"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","8","8","1","2.160705","0","8"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","2.264726","0","8"
"/Engine/VREditor/TransformGizmo/Main.Main","49","8","8","1","2.377116","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","67","67","1","22.769182","0","67"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","15.756426","0","16"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","11.814142","0","16"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","17.067238","0","22"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","7.194022","0","16"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","17","17","1","6.717381","0","17"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","11","12","1","3.810762","0","12"
"/ControlRig/M_Manip.M_Manip","49","11","12","1","7.034234","0","12"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","62","2","26.125780","0","62"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","1.616416","0","7"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","7","7","1","0.779197","0","7"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","80","6","22.158268","6","80"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","72","78","1","40.166103","0","78"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","993","1016","1","152.626144","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","92","92","1","0.000000","0","92"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","9","1","3.740960","0","9"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","40","40","1","22.596273","0","40"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","16.230108","0","45"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","23","1","6.359251","0","23"
"/Game/Weapon/Trail/M_Trail.M_Trail","49","37","37","1","12.543959","0","37"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","18","18","1","8.701382","0","18"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","4.202359","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","2.869719","0","7"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","15","15","1","5.344629","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","11.904825","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","13.585028","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","15","15","1","6.561097","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","15","15","1","6.591789","0","15"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","46","1","29.128807","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","46","1","29.397623","0","46"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","67","67","1","19.933428","0","67"
"/Game/enemy1/material/MaleBruteA_Hair6.MaleBruteA_Hair6","49","37","41","1","13.044124","0","41"
"/Game/enemy1/material/Lashes_MAT4.Lashes_MAT4","49","37","41","1","12.625470","0","41"
"/Game/enemy1/material/Body_MAT4.Body_MAT4","49","11","11","1","3.589465","0","11"
"/Game/enemy1/material/EyeSpec_MAT2.EyeSpec_MAT2","49","11","11","1","3.651812","0","11"
"/Game/enemy1/material/blinn7.blinn7","49","11","11","1","3.889968","0","11"
"/Game/enemy1/material/MaleBruteA_Bottom5.MaleBruteA_Bottom5","49","11","11","1","3.737134","0","11"
"/Game/Blood/D_Blood2.D_Blood2","49","13","13","1","7.358259","0","13"
"/Game/Blood/D_Blood1.D_Blood1","49","13","13","1","5.143940","0","13"
"/Game/Bow/source/wing_mt.wing_mt","49","8","8","1","2.104964","0","8"
"/Game/Bow/source/arrow_mt.arrow_mt","49","8","8","1","1.993112","0","8"
"/Game/Weapon/textures/M_Sword.M_Sword","49","13","13","1","7.466269","0","13"
"/Game/TargetLock/D_TargetLock.D_TargetLock","49","15","15","1","5.868587","0","15"
"/Game/MainCharacter/Materials/SpacePirate_M.SpacePirate_M","49","11","11","1","3.553352","0","11"
"/Game/enemy1/material/phong4.phong4","49","11","11","1","3.793175","0","11"
"/Game/enemy1/material/EyeSpec_MAT4.EyeSpec_MAT4","49","11","11","1","0.000000","0","11"
"/Game/enemy1/material/MaleBruteA_Shoes6.MaleBruteA_Shoes6","49","11","11","1","0.000000","0","11"
"/Game/enemy1/material/MaleBruteA_Moustache5.MaleBruteA_Moustache5","49","37","41","1","13.160276","0","41"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","25","25","1","2.471300","63","551"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","220.224991","0","212"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","1.665617","0","7"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","96.756187","0","166"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","1.521555","0","7"
"/InterchangeAssets/gltf/M_Default.M_Default","49","234","252","6","286.220154","0","252"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","164","182","6","97.176125","0","182"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","86.231491","0","166"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","83.361710","0","54"
